Date,Source,Site ID,POC,val,UNITS,DAILY_AQI_VALUE,Site_Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
2018-01-10,AQS,340190001,1,0.02,ppm,19,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-11,AQS,340190001,1,0.01,ppm,9,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-16,AQS,340190001,1,0.006,ppm,6,Flemington,15,88,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-17,AQS,340190001,1,0.025,ppm,23,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-18,AQS,340190001,1,0.03,ppm,28,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-19,AQS,340190001,1,0.03,ppm,28,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-20,AQS,340190001,1,0.039,ppm,36,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-21,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-22,AQS,340190001,1,0.006,ppm,6,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-23,AQS,340190001,1,0.031,ppm,29,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-24,AQS,340190001,1,0.033,ppm,31,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-25,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-26,AQS,340190001,1,0.03,ppm,28,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-27,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-28,AQS,340190001,1,0.014,ppm,13,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-29,AQS,340190001,1,0.025,ppm,23,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-30,AQS,340190001,1,0.032,ppm,30,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-01-31,AQS,340190001,1,0.033,ppm,31,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-01,AQS,340190001,1,0.015,ppm,14,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-02,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-03,AQS,340190001,1,0.031,ppm,29,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-04,AQS,340190001,1,0.028,ppm,26,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-05,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-06,AQS,340190001,1,0.02,ppm,19,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-07,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-08,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-09,AQS,340190001,1,0.031,ppm,29,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-10,AQS,340190001,1,0.017,ppm,16,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-11,AQS,340190001,1,0.014,ppm,13,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-12,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-13,AQS,340190001,1,0.033,ppm,31,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-14,AQS,340190001,1,0.03,ppm,28,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-15,AQS,340190001,1,0.01,ppm,9,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-16,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-17,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-18,AQS,340190001,1,0.042,ppm,39,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-19,AQS,340190001,1,0.027,ppm,25,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-20,AQS,340190001,1,0.023,ppm,21,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-21,AQS,340190001,1,0.031,ppm,29,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-22,AQS,340190001,1,0.025,ppm,23,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-23,AQS,340190001,1,0.028,ppm,26,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-24,AQS,340190001,1,0.017,ppm,16,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-25,AQS,340190001,1,0.026,ppm,24,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-26,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-27,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-02-28,AQS,340190001,1,0.042,ppm,39,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-01,AQS,340190001,1,0.035,ppm,32,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-04,AQS,340190001,1,0.043,ppm,40,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-05,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-06,AQS,340190001,1,0.042,ppm,39,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-07,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-08,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-09,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-10,AQS,340190001,1,0.042,ppm,39,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-11,AQS,340190001,1,0.046,ppm,43,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-12,AQS,340190001,1,0.035,ppm,32,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-13,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-14,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-15,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-16,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-17,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-18,AQS,340190001,1,0.048,ppm,44,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-19,AQS,340190001,1,0.048,ppm,44,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-20,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-21,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-22,AQS,340190001,1,0.046,ppm,43,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-23,AQS,340190001,1,0.045,ppm,42,Flemington,15,88,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-24,AQS,340190001,1,0.047,ppm,44,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-25,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-26,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-27,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-28,AQS,340190001,1,0.027,ppm,25,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-29,AQS,340190001,1,0.027,ppm,25,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-30,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-03-31,AQS,340190001,1,0.045,ppm,42,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-01,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-02,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-03,AQS,340190001,1,0.034,ppm,31,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-04,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-05,AQS,340190001,1,0.046,ppm,43,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-06,AQS,340190001,1,0.049,ppm,45,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-07,AQS,340190001,1,0.047,ppm,44,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-08,AQS,340190001,1,0.045,ppm,42,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-09,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-10,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-11,AQS,340190001,1,0.049,ppm,45,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-13,AQS,340190001,1,0.067,ppm,90,Flemington,15,88,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-14,AQS,340190001,1,0.069,ppm,97,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-15,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-16,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-17,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-18,AQS,340190001,1,0.036,ppm,33,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-19,AQS,340190001,1,0.043,ppm,40,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-20,AQS,340190001,1,0.045,ppm,42,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-21,AQS,340190001,1,0.053,ppm,49,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-22,AQS,340190001,1,0.056,ppm,54,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-23,AQS,340190001,1,0.059,ppm,64,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-24,AQS,340190001,1,0.055,ppm,51,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-25,AQS,340190001,1,0.039,ppm,36,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-26,AQS,340190001,1,0.05,ppm,46,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-27,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-28,AQS,340190001,1,0.059,ppm,64,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-29,AQS,340190001,1,0.034,ppm,31,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-04-30,AQS,340190001,1,0.043,ppm,40,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-01,AQS,340190001,1,0.072,ppm,105,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-02,AQS,340190001,1,0.072,ppm,105,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-03,AQS,340190001,1,0.063,ppm,77,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-04,AQS,340190001,1,0.062,ppm,74,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-05,AQS,340190001,1,0.056,ppm,54,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-06,AQS,340190001,1,0.044,ppm,41,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-07,AQS,340190001,1,0.052,ppm,48,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-08,AQS,340190001,1,0.054,ppm,50,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-09,AQS,340190001,1,0.067,ppm,90,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-10,AQS,340190001,1,0.051,ppm,47,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-11,AQS,340190001,1,0.052,ppm,48,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-12,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-13,AQS,340190001,1,0.03,ppm,28,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-14,AQS,340190001,1,0.039,ppm,36,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-15,AQS,340190001,1,0.056,ppm,54,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-16,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-17,AQS,340190001,1,0.028,ppm,26,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-18,AQS,340190001,1,0.035,ppm,32,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-19,AQS,340190001,1,0.027,ppm,25,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-20,AQS,340190001,1,0.037,ppm,34,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-21,AQS,340190001,1,0.05,ppm,46,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-22,AirNow,340190001,1,0.026,ppm,24,Flemington,18,75,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-23,AQS,340190001,1,0.04,ppm,37,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-24,AQS,340190001,1,0.056,ppm,54,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-25,AQS,340190001,1,0.065,ppm,84,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-26,AQS,340190001,1,0.054,ppm,50,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-27,AQS,340190001,1,0.038,ppm,35,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-28,AQS,340190001,1,0.029,ppm,27,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-29,AQS,340190001,1,0.057,ppm,58,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-30,AQS,340190001,1,0.025,ppm,23,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-05-31,AQS,340190001,1,0.019,ppm,18,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-06-01,AQS,340190001,1,0.041,ppm,38,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-06-02,AQS,340190001,1,0.042,ppm,39,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-06-03,AQS,340190001,1,0.027,ppm,25,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
2018-06-04,AQS,340190001,1,0.035,ppm,32,Flemington,17,100,44201,Ozone,35620,"New York-Newark-Jersey City, NY-NJ-PA",34,New Jersey,19,Hunterdon,40.515262,-74.806671
