Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
1/1/2018,AQS,340010006,1,0.037,ppm,34,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/2/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/3/2018,AQS,340010006,1,0.031,ppm,29,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/4/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/5/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/6/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/7/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/8/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/9/2018,AQS,340010006,1,0.032,ppm,30,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/10/2018,AQS,340010006,1,0.031,ppm,29,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/11/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/12/2018,AQS,340010006,1,0.034,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/13/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/14/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/15/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/16/2018,AQS,340010006,1,0.037,ppm,34,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/17/2018,AQS,340010006,1,0.026,ppm,24,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/18/2018,AQS,340010006,1,0.032,ppm,30,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/19/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/20/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/21/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/22/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/23/2018,AQS,340010006,1,0.038,ppm,35,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/24/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/25/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/26/2018,AQS,340010006,1,0.034,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/27/2018,AQS,340010006,1,0.042,ppm,39,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/28/2018,AQS,340010006,1,0.028,ppm,26,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/29/2018,AQS,340010006,1,0.031,ppm,29,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/30/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
1/31/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/1/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/2/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/3/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/4/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/5/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/6/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/7/2018,AQS,340010006,1,0.034,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/8/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/9/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/10/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/11/2018,AQS,340010006,1,0.026,ppm,24,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/12/2018,AQS,340010006,1,0.033,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/13/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/14/2018,AQS,340010006,1,0.038,ppm,35,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/15/2018,AQS,340010006,1,0.016,ppm,15,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/16/2018,AQS,340010006,1,0.036,ppm,33,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/17/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/18/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/19/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/20/2018,AQS,340010006,1,0.027,ppm,25,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/21/2018,AQS,340010006,1,0.023,ppm,21,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/22/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/23/2018,AQS,340010006,1,0.042,ppm,39,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/24/2018,AQS,340010006,1,0.02,ppm,19,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/25/2018,AQS,340010006,1,0.027,ppm,25,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/26/2018,AQS,340010006,1,0.03,ppm,28,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/27/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
2/28/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/1/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/2/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/3/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/4/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/5/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/6/2018,AQS,340010006,1,0.048,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/7/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/8/2018,AQS,340010006,1,0.042,ppm,39,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/9/2018,AQS,340010006,1,0.038,ppm,35,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/10/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/11/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/12/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/13/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/14/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/15/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/16/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/17/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/18/2018,AQS,340010006,1,0.051,ppm,47,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/19/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/20/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/21/2018,AQS,340010006,1,0.042,ppm,39,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/22/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/23/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/24/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/25/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/26/2018,AQS,340010006,1,0.048,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/27/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/28/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/29/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/30/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
3/31/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/1/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/2/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/3/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/4/2018,AQS,340010006,1,0.046,ppm,43,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/5/2018,AQS,340010006,1,0.048,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/6/2018,AQS,340010006,1,0.052,ppm,48,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/7/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/8/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/9/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/10/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/11/2018,AQS,340010006,1,0.052,ppm,48,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/12/2018,AQS,340010006,1,0.057,ppm,58,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/13/2018,AQS,340010006,1,0.055,ppm,51,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/14/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/15/2018,AQS,340010006,1,0.048,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/16/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,13,76,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/17/2018,AQS,340010006,1,0.038,ppm,35,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/18/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/19/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/20/2018,AQS,340010006,1,0.047,ppm,44,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/21/2018,AQS,340010006,1,0.053,ppm,49,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/22/2018,AQS,340010006,1,0.054,ppm,50,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/23/2018,AQS,340010006,1,0.059,ppm,64,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/24/2018,AQS,340010006,1,0.057,ppm,58,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/25/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/26/2018,AQS,340010006,1,0.056,ppm,54,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/27/2018,AQS,340010006,1,0.054,ppm,50,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/28/2018,AQS,340010006,1,0.056,ppm,54,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/29/2018,AQS,340010006,1,0.039,ppm,36,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
4/30/2018,AQS,340010006,1,0.05,ppm,46,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/1/2018,AQS,340010006,1,0.074,ppm,112,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/2/2018,AQS,340010006,1,0.065,ppm,84,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/3/2018,AQS,340010006,1,0.061,ppm,71,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/4/2018,AQS,340010006,1,0.055,ppm,51,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/5/2018,AQS,340010006,1,0.054,ppm,50,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/6/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/7/2018,AQS,340010006,1,0.056,ppm,54,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/8/2018,AQS,340010006,1,0.056,ppm,54,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/9/2018,AQS,340010006,1,0.049,ppm,45,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/10/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/11/2018,AQS,340010006,1,0.057,ppm,58,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/12/2018,AQS,340010006,1,0.057,ppm,58,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/13/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/14/2018,AQS,340010006,1,0.042,ppm,39,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/15/2018,AQS,340010006,1,0.044,ppm,41,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/16/2018,AQS,340010006,1,0.041,ppm,38,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/17/2018,AQS,340010006,1,0.032,ppm,30,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/18/2018,AQS,340010006,1,0.035,ppm,32,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/19/2018,AQS,340010006,1,0.03,ppm,28,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/20/2018,AQS,340010006,1,0.034,ppm,31,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/21/2018,AQS,340010006,1,0.045,ppm,42,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/22/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/23/2018,AQS,340010006,1,0.04,ppm,37,Brigantine,15,88,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/24/2018,AQS,340010006,1,0.05,ppm,46,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/25/2018,AQS,340010006,1,0.043,ppm,40,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/26/2018,AQS,340010006,1,0.031,ppm,29,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/27/2018,AQS,340010006,1,0.026,ppm,24,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
5/28/2018,AQS,340010006,1,0.021,ppm,19,Brigantine,17,100,44201,Ozone,12100,"Atlantic City-Hammonton, NJ",34,New Jersey,1,Atlantic,39.464872,-74.448736
