Date,Source,Site ID,POC,Daily Mean PM2.5 Concentration,UNITS,DAILY_AQI_VALUE,Site Name,DAILY_OBS_COUNT,PERCENT_COMPLETE,AQS_PARAMETER_CODE,AQS_PARAMETER_DESC,CBSA_CODE,CBSA_NAME,STATE_CODE,STATE,COUNTY_CODE,COUNTY,SITE_LATITUDE,SITE_LONGITUDE
4/20/2018,AQS,340070002,1,4.6,ug/m3 LC,19,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/23/2018,AQS,340070002,1,9.6,ug/m3 LC,40,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/26/2018,AQS,340070002,1,8.6,ug/m3 LC,36,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/29/2018,AQS,340070002,1,5.9,ug/m3 LC,25,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/2/2018,AQS,340070002,1,15.7,ug/m3 LC,59,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/5/2018,AQS,340070002,1,8.9,ug/m3 LC,37,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/8/2018,AQS,340070002,1,7.4,ug/m3 LC,31,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/11/2018,AQS,340070002,1,9.1,ug/m3 LC,38,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/14/2018,AQS,340070002,1,11.1,ug/m3 LC,46,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/17/2018,AQS,340070002,1,4.1,ug/m3 LC,17,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/23/2018,AQS,340070002,1,7.7,ug/m3 LC,32,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/26/2018,AQS,340070002,1,14.4,ug/m3 LC,56,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/29/2018,AQS,340070002,1,10.8,ug/m3 LC,45,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/1/2018,AQS,340070002,1,12.3,ug/m3 LC,51,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/4/2018,AQS,340070002,1,4.9,ug/m3 LC,20,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/7/2018,AQS,340070002,1,9.8,ug/m3 LC,41,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/10/2018,AQS,340070002,1,10.2,ug/m3 LC,43,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/13/2018,AQS,340070002,1,8.9,ug/m3 LC,37,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/16/2018,AQS,340070002,1,8.1,ug/m3 LC,34,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/19/2018,AQS,340070002,1,6.8,ug/m3 LC,28,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/22/2018,AQS,340070002,1,5.8,ug/m3 LC,24,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/25/2018,AQS,340070002,1,4.7,ug/m3 LC,20,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/28/2018,AQS,340070002,1,8.7,ug/m3 LC,36,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/1/2018,AQS,340070002,1,17,ug/m3 LC,61,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/4/2018,AQS,340070002,1,11.3,ug/m3 LC,47,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/7/2018,AQS,340070002,1,3.9,ug/m3 LC,16,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/10/2018,AQS,340070002,1,16,ug/m3 LC,59,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/13/2018,AQS,340070002,1,9.6,ug/m3 LC,40,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/16/2018,AQS,340070002,1,16.2,ug/m3 LC,60,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/19/2018,AQS,340070002,1,7.6,ug/m3 LC,32,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/22/2018,AQS,340070002,1,4.6,ug/m3 LC,19,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/25/2018,AQS,340070002,1,4.5,ug/m3 LC,19,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/28/2018,AQS,340070002,1,10.6,ug/m3 LC,44,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/31/2018,AQS,340070002,1,6.5,ug/m3 LC,27,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/3/2018,AQS,340070002,1,6.2,ug/m3 LC,26,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/6/2018,AQS,340070002,1,20.7,ug/m3 LC,69,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/9/2018,AQS,340070002,1,10.2,ug/m3 LC,43,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/12/2018,AQS,340070002,1,8,ug/m3 LC,33,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/15/2018,AQS,340070002,1,17.4,ug/m3 LC,62,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/18/2018,AQS,340070002,1,10.8,ug/m3 LC,45,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/21/2018,AQS,340070002,1,3.3,ug/m3 LC,14,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/24/2018,AQS,340070002,1,10.1,ug/m3 LC,42,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/27/2018,AQS,340070002,1,20.6,ug/m3 LC,69,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
8/30/2018,AQS,340070002,1,10.5,ug/m3 LC,44,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/2/2018,AQS,340070002,1,6.7,ug/m3 LC,28,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/8/2018,AQS,340070002,1,5.7,ug/m3 LC,24,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/11/2018,AQS,340070002,1,5.5,ug/m3 LC,23,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/14/2018,AQS,340070002,1,3.4,ug/m3 LC,14,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/17/2018,AQS,340070002,1,5.1,ug/m3 LC,21,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/20/2018,AQS,340070002,1,4.1,ug/m3 LC,17,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/23/2018,AQS,340070002,1,4,ug/m3 LC,17,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/26/2018,AQS,340070002,1,6.7,ug/m3 LC,28,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
9/29/2018,AQS,340070002,1,8.1,ug/m3 LC,34,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/2/2018,AQS,340070002,1,9.1,ug/m3 LC,38,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/5/2018,AQS,340070002,1,4.6,ug/m3 LC,19,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/8/2018,AQS,340070002,1,9.4,ug/m3 LC,39,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/11/2018,AQS,340070002,1,5,ug/m3 LC,21,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/14/2018,AQS,340070002,1,5.4,ug/m3 LC,23,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/17/2018,AQS,340070002,1,15,ug/m3 LC,57,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/20/2018,AQS,340070002,1,10.7,ug/m3 LC,45,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/23/2018,AQS,340070002,1,7.3,ug/m3 LC,30,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/26/2018,AQS,340070002,1,4,ug/m3 LC,17,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
10/29/2018,AQS,340070002,1,7.1,ug/m3 LC,30,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/1/2018,AQS,340070002,1,11.7,ug/m3 LC,49,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/4/2018,AQS,340070002,1,5,ug/m3 LC,21,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/7/2018,AQS,340070002,1,9.5,ug/m3 LC,40,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/10/2018,AQS,340070002,1,7.5,ug/m3 LC,31,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/13/2018,AQS,340070002,1,7,ug/m3 LC,29,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/16/2018,AQS,340070002,1,13.1,ug/m3 LC,53,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/19/2018,AQS,340070002,1,30,ug/m3 LC,89,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/22/2018,AQS,340070002,1,2,ug/m3 LC,8,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/25/2018,AQS,340070002,1,8.1,ug/m3 LC,34,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
11/28/2018,AQS,340070002,1,5.9,ug/m3 LC,25,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/1/2018,AQS,340070002,1,15.7,ug/m3 LC,59,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/4/2018,AQS,340070002,1,2.6,ug/m3 LC,11,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/7/2018,AQS,340070002,1,5.9,ug/m3 LC,25,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/10/2018,AQS,340070002,1,13.4,ug/m3 LC,54,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/13/2018,AQS,340070002,1,13.8,ug/m3 LC,55,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/16/2018,AQS,340070002,1,3.4,ug/m3 LC,14,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/19/2018,AQS,340070002,1,11.3,ug/m3 LC,47,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/22/2018,AQS,340070002,1,5.6,ug/m3 LC,23,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/25/2018,AQS,340070002,1,8.2,ug/m3 LC,34,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/28/2018,AQS,340070002,1,5.7,ug/m3 LC,24,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
12/31/2018,AQS,340070002,1,7.8,ug/m3 LC,33,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
1/2/2018,AQS,340070002,2,13,ug/m3 LC,53,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
1/8/2018,AQS,340070002,2,14.6,ug/m3 LC,56,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
1/14/2018,AQS,340070002,2,5.1,ug/m3 LC,21,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
1/20/2018,AQS,340070002,2,16.1,ug/m3 LC,59,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
1/26/2018,AQS,340070002,2,10.6,ug/m3 LC,44,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
2/1/2018,AQS,340070002,2,11.4,ug/m3 LC,48,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
2/7/2018,AQS,340070002,2,16.9,ug/m3 LC,61,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
2/13/2018,AQS,340070002,2,7.4,ug/m3 LC,31,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
2/19/2018,AQS,340070002,2,11.8,ug/m3 LC,49,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
2/25/2018,AQS,340070002,2,7.5,ug/m3 LC,31,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
3/3/2018,AQS,340070002,2,3.5,ug/m3 LC,15,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
3/9/2018,AQS,340070002,2,16.2,ug/m3 LC,60,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
3/15/2018,AQS,340070002,2,17.5,ug/m3 LC,62,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
3/21/2018,AQS,340070002,2,3.7,ug/m3 LC,15,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
3/27/2018,AQS,340070002,2,7.5,ug/m3 LC,31,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/2/2018,AQS,340070002,2,5,ug/m3 LC,21,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/8/2018,AQS,340070002,2,4.5,ug/m3 LC,19,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/14/2018,AQS,340070002,2,23.3,ug/m3 LC,75,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
4/20/2018,AQS,340070002,2,3.9,ug/m3 LC,16,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/8/2018,AQS,340070002,2,7.1,ug/m3 LC,30,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/14/2018,AQS,340070002,2,12.4,ug/m3 LC,52,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/20/2018,AQS,340070002,2,6.5,ug/m3 LC,27,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
5/26/2018,AQS,340070002,2,14.6,ug/m3 LC,56,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/1/2018,AQS,340070002,2,11.6,ug/m3 LC,48,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/7/2018,AQS,340070002,2,5.5,ug/m3 LC,23,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/13/2018,AQS,340070002,2,5.6,ug/m3 LC,23,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/19/2018,AQS,340070002,2,7.2,ug/m3 LC,30,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
6/25/2018,AQS,340070002,2,4.9,ug/m3 LC,20,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
7/1/2018,AQS,340070002,2,16.8,ug/m3 LC,61,Camden Spruce Street,1,100,88101,PM2.5 - Local Conditions,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",34,New Jersey,7,Camden,39.934559,-75.125219
